1332.T,1605.T,1721.T,1801.T,1802.T,1803.T,1808.T,1812.T,1925.T,1928.T,1963.T,2002.T,2269.T,2282.T,2413.T,2432.T,2501.T,2502.T,2503.T,2531.T,2768.T,2801.T,2802.T,2871.T,2914.T,3086.T,3099.T,3101.T,3103.T,3382.T,3401.T,3402.T,3405.T,3407.T,3436.T,3659.T,3861.T,4004.T,4005.T,4021.T,4042.T,4043.T,4061.T,4063.T,4151.T,4183.T,4188.T,4208.T,4324.T,4452.T,4502.T,4503.T,4506.T,4507.T,4519.T,4523.T,4543.T,4568.T,4578.T,4631.T,4689.T,4704.T,4751.T,4755.T,4901.T,4902.T,4911.T,5019.T,5020.T,5101.T,5108.T,5201.T,5202.T,5214.T,5232.T,5233.T,5301.T,5332.T,5333.T,5401.T,5406.T,5411.T,5541.T,5631.T,5706.T,5707.T,5711.T,5713.T,5714.T,5801.T,5802.T,5803.T,6103.T,6113.T,6301.T,6302.T,6305.T,6326.T,6361.T,6367.T,6471.T,6472.T,6473.T,6479.T,6501.T,6503.T,6504.T,6506.T,6645.T,6674.T,6701.T,6702.T,6703.T,6724.T,6752.T,6753.T,6758.T,6762.T,6770.T,6841.T,6857.T,6861.T,6902.T,6952.T,6954.T,6971.T,6976.T,6981.T,6988.T,7003.T,7004.T,7011.T,7012.T,7013.T,7201.T,7202.T,7203.T,7205.T,7211.T,7261.T,7267.T,7269.T,7270.T,7272.T,7731.T,7733.T,7735.T,7751.T,7752.T,7762.T,7832.T,7911.T,7912.T,7951.T,7974.T,8001.T,8002.T,8015.T,8031.T,8035.T,8053.T,8058.T,8233.T,8252.T,8253.T,8267.T,8304.T,8306.T,8308.T,8309.T,8316.T,8331.T,8354.T,8355.T,8411.T,8591.T,8601.T,8604.T,8628.T,8630.T,8725.T,8750.T,8766.T,8795.T,8801.T,8802.T,8804.T,8830.T,9001.T,9005.T,9007.T,9008.T,9009.T,9020.T,9021.T,9022.T,9064.T,9101.T,9104.T,9107.T,9202.T,9301.T,9432.T,9433.T,9501.T,9502.T,9503.T,9531.T,9532.T,9602.T,9613.T,9735.T,9766.T,9983.T,9984.T
2.2736,5952.1189,13.1432,2.7461,4.5471,3.2954,0.6642,2.8866,14.0245,9.2986,31.5871,12.1086,44.5132,13.7307,5575.3217,28.8282,2.8994,23.2337,12.2108,7.1783,1.4689,12.5429,14.4588,5.2113,31.8170,4.9942,10.7419,1.1496,0.4981,33.7202,2.3885,6.2587,11.6999,5.3646,7.9064,14.5354,3.3465,1.6988,2.7078,11.4316,2.3119,2.1458,3.5636,53.0071,11.4061,2.3374,4.3427,2.3502,25.1241,28.3939,46.6845,49.2391,11.2784,13.9990,19.8745,45.5989,43.3636,16.6429,30.9612,1.7371,362.2363,27.4615,2104.9554,9.8606,17.3582,7.4082,14.2927,79.7022,5.2496,7.4721,23.3614,6.4630,0.7919,5.3007,3.3848,2.1841,3.4103,7.4465,12.9388,2.1331,0.9196,14.0501,3.3848,5.6456,2.0564,3.4614,3.0272,10.6142,6.9101,1.9926,11.9170,3.0910,6.0160,5.1219,21.1773,3.6658,18.0607,9.5924,3.9468,26.2098,6.4375,2.4013,8.6089,3.9723,5.8244,8.2384,2.2480,7.0889,20.2832,3.9723,1.4050,3.9212,1.1623,6.7568,7.3954,2.5546,12.1214,43.8107,5.7988,10.6525,13.6797,257.7549,33.1965,7.1655,159.9153,83.2786,8.9154,49.9416,46.0459,1.1879,1.1112,4.2533,2.2352,2.1714,9.8478,5.2113,40.4259,7.1400,0.9707,1.1879,32.0852,19.1464,7.9958,8.6727,26.9889,18.0096,5.9266,33.9501,8.0979,5.7478,15.1996,5.9649,7.3060,9.8095,109.5905,10.6908,6.7824,19.7467,15.1230,49.9416,13.8968,19.9639,7.3316,7.5615,23.1443,12.1469,2.6440,4.7004,3.9979,2.8739,32.2641,5.8116,3.8957,10.4609,1.6732,94.1354,3.7424,3.5508,6.0926,19.8106,16.8218,1046.0913,24.3194,10.2182,19.5424,18.0224,3.7552,24.9963,5.3007,4.8153,10.2821,7.4976,9.2220,65.9076,43.4275,8481.1309,16.1193,2.2225,2.8483,1.4433,2.2480,11.1890,47.7064,6922.8252,2.0309,12.2746,8.5578,5.2752,4.2789,18.0607,3078.2418,48.0895,22.4290,220.3306,40.1066
2.2949,6011.4150,12.9025,2.7794,4.4878,3.2894,0.6502,2.8432,14.0245,9.4092,31.9376,12.2651,45.4522,13.2213,5303.8658,28.4825,2.9324,23.5102,12.4053,7.2672,1.4917,12.7113,14.5217,5.3548,32.6771,4.9468,10.7861,1.1730,0.4972,33.3656,2.3969,6.1070,11.3981,5.3676,7.7135,14.4452,3.4424,1.6829,2.6902,11.6658,2.2822,2.1037,3.5954,53.5481,11.6276,2.3204,4.1819,2.3714,25.6139,29.1455,46.5359,49.9783,11.5001,14.0755,19.6726,46.0896,44.1135,17.2629,30.9432,1.7594,360.5574,27.3860,2065.4279,9.6132,17.5944,7.4202,14.4325,79.6847,5.1381,7.5222,23.4847,6.4003,0.7395,5.1381,3.4169,2.1802,3.3786,7.5477,12.9535,2.1292,0.8925,13.8970,3.3914,5.6863,2.0782,3.5061,2.9706,10.6841,6.5533,2.0144,11.8061,3.0981,5.7373,5.0743,21.1260,3.6209,18.0151,9.6514,3.9141,26.1621,6.4895,2.3714,8.6187,3.9906,5.6991,8.2872,2.2949,6.6680,19.3156,4.0034,1.4152,3.9651,1.1092,6.7573,7.1270,2.4607,11.7041,43.8585,5.7246,10.9901,13.6930,261.3659,32.6389,7.1143,157.8395,82.6171,9.0394,49.8508,46.5996,1.1985,1.1220,4.2201,2.2184,2.1419,9.7917,5.0616,40.0336,7.0250,0.9562,1.1857,32.0651,19.1116,7.9940,8.8609,26.7231,18.2574,5.5206,34.0541,8.2235,5.4951,15.5545,6.0688,7.4202,9.9447,106.5863,10.7224,6.7828,20.1443,14.8787,48.7033,13.7950,19.8893,7.3565,7.6752,23.7142,12.1758,2.6774,4.6026,4.0416,2.9069,31.4404,5.9413,3.9524,10.6586,1.6447,92.9443,3.7356,3.4806,6.0943,19.9148,16.5617,1022.5143,24.0712,10.1996,19.2263,17.8366,3.6209,24.3134,5.4313,4.9213,10.4801,7.6880,9.7534,67.3176,44.1772,8644.1981,15.9242,2.1802,2.7794,1.4025,2.2949,11.3981,48.3208,7152.5002,2.0144,12.9153,8.7462,5.3676,4.3476,18.4614,3033.1191,49.0220,23.3189,221.3323,41.1811
2.2572,5991.7335,12.6809,2.7518,4.3749,3.1956,0.6594,2.8152,13.9490,9.3078,31.8037,12.1230,45.2075,13.1501,5268.9212,27.8093,2.9039,23.3075,12.2498,7.1647,1.4837,12.6682,14.6084,5.2372,30.9288,4.8568,10.6139,1.1540,0.4946,33.3255,2.3840,6.0995,11.2860,5.3260,7.5325,14.4562,3.4112,1.6739,2.6376,11.5396,2.2318,2.0543,3.5760,53.8305,11.6411,2.2572,4.0706,2.2952,25.2984,28.7857,46.4756,49.7092,11.3114,13.9997,19.6174,46.0317,44.0028,17.0432,31.1824,1.7626,354.6853,27.3654,1971.8827,9.3839,17.5758,7.2154,14.3168,79.7630,5.1485,7.4817,23.0920,6.2263,0.7228,5.0470,3.3731,2.1431,3.3478,7.4437,12.8204,2.0670,0.8369,13.2769,3.2844,5.5796,2.0163,3.3985,2.9420,10.6647,6.5434,1.9655,11.7806,3.0688,5.6684,5.0090,21.3800,3.6267,17.9815,9.6375,3.8804,25.7169,6.3912,2.3333,8.4709,3.8930,5.6303,8.3567,2.2445,6.5307,19.3511,3.8804,1.3695,3.9184,1.1032,6.6828,6.8857,2.1431,11.2987,43.1151,5.5289,10.9563,13.6700,259.9588,32.8816,7.0633,159.5259,82.0455,8.8259,49.2020,46.3488,1.1793,1.1032,4.2101,2.2192,2.1558,9.7516,4.9836,39.9449,6.9872,0.9511,1.1666,32.0320,19.1101,8.0017,8.8132,26.5792,18.3112,5.6176,34.1117,7.8495,5.4401,15.3820,6.0108,7.3042,9.8784,107.2806,10.5886,6.7082,20.0612,14.9381,48.8215,13.6700,19.7188,7.2535,7.5578,23.4090,12.0722,2.6757,4.5524,3.9564,2.7644,30.5864,5.9727,3.9438,10.6139,1.6232,92.0635,3.6901,3.4112,5.9981,19.3130,16.3457,1030.9586,23.7640,10.1701,18.8946,17.7533,3.4746,24.2332,5.4021,4.8948,10.5632,7.6720,9.7389,67.4625,44.0662,8673.7475,16.0794,2.1558,2.7264,1.3822,2.2826,11.2987,48.5679,7152.0374,1.9782,12.5034,8.4709,5.3387,4.2862,18.2478,3011.7179,48.8849,22.7876,220.6480,41.1496
2.2894,6077.7820,12.7880,2.7701,4.4651,3.2381,0.6577,2.8586,13.9897,9.3855,31.8625,12.1176,45.4727,13.3066,5230.2571,27.5745,2.9345,23.5648,12.3453,7.1972,1.4926,12.8513,14.6727,5.3125,32.5582,4.9078,10.6883,1.1637,0.5060,33.1906,2.4033,6.2359,11.5611,5.3884,7.8929,15.1660,3.3899,1.7329,2.7069,11.5611,2.3527,2.1124,3.6176,54.7696,11.5990,2.2768,4.1615,2.3400,25.4242,28.9406,46.4214,49.0144,11.2322,13.9897,19.6943,45.9786,44.5873,17.0886,31.0783,1.7708,347.3380,27.6251,2017.4948,9.6384,17.8982,7.4881,14.5715,84.7474,5.2493,7.5134,23.5648,6.4256,0.7210,5.2113,3.4152,2.1883,3.3646,7.5008,13.1675,2.1503,0.8601,13.8885,3.4531,5.6920,2.0744,3.4911,3.0231,10.9919,6.6786,2.0238,12.0544,3.1369,5.8691,5.1354,22.0343,3.7188,18.4926,9.5752,3.9464,26.4488,6.5268,2.3780,8.6898,3.9464,5.9323,8.5506,2.2894,6.7292,19.7828,3.9591,1.3914,4.0350,1.1384,6.7418,7.2478,2.2136,11.7129,44.3343,5.7299,11.3334,14.3185,260.5667,33.9496,7.1213,165.9532,84.4945,9.2337,51.1014,46.8641,1.2143,1.1131,4.3006,2.2768,2.1883,9.9041,5.1860,41.1088,7.1719,0.9866,1.2016,32.6214,19.4540,8.3609,9.0060,27.1698,18.4926,5.8817,34.9615,8.1332,5.5908,15.6972,6.0209,7.3869,10.0306,111.0571,10.6630,6.8051,20.0738,15.1533,50.3425,13.8505,19.9852,7.2984,7.6146,23.2739,12.0670,2.5804,4.5789,4.0476,2.7828,31.1668,5.9450,3.9717,10.6377,1.6570,92.0838,3.8453,3.5417,6.1853,19.6943,16.7345,1096.6570,24.5641,10.7642,19.4540,18.2523,3.6302,25.0321,5.3758,4.8825,10.4353,7.6399,9.6258,66.6595,44.0181,8500.0406,16.2032,2.1756,2.7828,1.4167,2.2768,11.4725,48.5717,7083.3419,1.9479,12.6362,8.4621,5.3125,4.2880,18.1258,3029.4044,48.8879,22.8565,226.6678,40.7294
2.3342,6150.8180,12.6297,2.8262,4.4664,3.2426,0.6561,2.8388,13.8914,9.4502,31.8202,12.0745,45.2953,13.3236,5122.4769,27.8332,2.9650,23.4047,12.3521,7.2170,1.4888,12.7559,14.5222,5.2739,31.2903,4.9711,10.6993,1.1482,0.4921,32.4132,2.3972,6.3085,11.7591,5.4380,8.1002,15.0017,3.3940,1.7790,2.7884,11.7717,2.3972,2.1449,3.6463,55.7674,11.4058,2.3215,4.2772,2.3594,25.5748,28.7291,46.4308,48.4495,11.0904,13.7778,19.4934,45.7369,44.6644,16.9826,30.8992,1.8042,344.3196,27.7575,2050.2727,9.6268,18.2443,7.6712,14.5349,85.2913,5.2613,7.4819,23.4425,6.5609,0.7318,5.2992,3.4697,2.2206,3.4571,7.5576,13.1470,2.2332,0.8832,14.4339,3.5832,5.7786,2.1449,3.5832,3.0786,11.2544,6.8763,2.1070,12.2512,3.1669,6.1319,5.1351,22.5972,3.8104,19.0518,9.5890,3.9744,26.6346,6.6870,2.4477,9.0969,4.0501,6.0310,8.6175,2.3089,6.9015,20.0107,4.0501,1.4131,4.0501,1.1482,6.8511,7.4188,2.3215,11.9105,45.0429,5.9805,11.2670,14.5601,264.7060,34.5455,7.3557,169.1948,85.9222,9.4880,52.2977,46.9986,1.2491,1.1482,4.3529,2.3468,2.2332,10.0306,5.2739,41.3209,7.3684,0.9715,1.2239,33.3343,19.7583,8.3777,9.5890,27.4800,18.5218,6.2076,34.9114,8.3020,5.6651,15.3802,6.1193,7.5450,10.0937,110.5255,10.7245,6.8511,20.4144,15.2540,50.4683,13.9671,20.1621,7.3936,7.6207,23.3416,12.0114,2.5613,4.6683,4.0753,2.8641,31.7193,5.9931,4.0375,10.6867,1.6655,93.4924,3.8987,3.5959,6.2707,19.9350,17.1718,1126.7037,24.7673,10.8002,19.7331,18.5345,3.6842,25.5369,5.4127,4.8954,10.3965,7.6081,9.5259,66.6181,43.9705,8579.6025,16.4779,2.2332,2.8515,1.4257,2.2837,11.4689,48.0079,7090.8144,1.9178,12.7180,8.5418,5.3370,4.2898,17.9036,3053.3291,48.8911,22.5972,226.0978,39.5545
2.3647,5993.4449,12.5403,2.8049,4.4652,3.2829,0.6666,2.8678,13.7981,9.4335,31.7722,12.1001,45.0923,13.3453,5087.7744,27.6214,2.9684,23.5461,12.3768,7.1821,1.4716,12.7164,14.5151,5.3079,30.8917,5.0186,10.7165,1.1572,0.5031,32.3759,2.4024,6.3897,11.7102,5.4086,8.1506,15.7729,3.4464,1.7484,2.7798,11.8234,2.3521,2.1383,3.6099,55.0919,11.4335,2.3395,4.2891,2.4150,25.7096,28.7031,46.4759,48.5513,11.0938,13.7604,19.5715,45.7841,44.4005,17.0181,30.5269,1.7609,343.0037,28.1497,2047.7079,9.4335,18.0747,7.6349,14.6409,83.5183,5.1444,7.4714,23.3449,6.5532,0.7421,5.2954,3.4464,2.2012,3.4464,7.6223,12.7919,2.2263,0.8805,14.3641,3.4967,5.8111,2.1383,3.6854,3.0439,11.1316,6.8425,2.0628,12.1378,3.1445,6.1884,4.9558,22.2254,3.7357,18.6533,9.5090,3.9495,26.6403,6.7041,2.4276,9.1946,3.9495,5.9746,8.7543,2.3018,6.8425,19.9865,4.0124,1.3962,4.0627,1.1320,7.0060,7.4336,2.1886,11.8988,44.6521,6.0626,11.6221,14.5402,266.1517,34.3633,7.3959,168.1686,86.7886,9.5845,52.5763,47.2306,1.2326,1.1446,4.3646,2.3269,2.2137,9.9241,5.2325,40.8158,7.3833,0.9811,1.2201,33.2941,19.5840,8.3267,9.6096,27.6340,18.6029,6.2765,34.9544,8.2638,5.6350,15.5716,6.1507,7.5217,10.2260,109.6807,10.6410,6.7922,20.3387,15.1566,50.1865,13.7981,19.8230,7.4211,7.6223,23.4203,12.0624,2.5533,4.6287,4.0501,2.7672,31.4451,5.9368,4.0250,10.6410,1.6477,93.0776,3.8363,3.5722,6.2765,19.8356,17.2194,1111.9004,24.7914,10.7668,19.3828,18.2256,3.5973,25.2945,5.3960,4.8803,10.4021,7.6223,9.4461,66.5379,43.0170,8527.9237,16.5276,2.2263,2.8426,1.4213,2.3018,11.4712,47.4822,7106.6282,1.8993,12.7038,8.4273,5.3205,4.2891,17.9363,3045.1480,49.1173,22.8669,225.6504,39.5580
2.3570,6031.2368,12.6171,2.8108,4.4494,3.3150,0.6680,2.9116,13.8649,9.4786,31.8389,12.0751,45.4391,13.3103,5192.9894,28.3600,2.9747,23.6334,12.4406,7.2098,1.4747,12.7683,14.5329,5.2813,30.4398,5.0418,10.8272,1.1470,0.4916,32.7716,2.4075,6.3400,11.6843,5.3821,8.1047,15.4531,3.4158,1.7142,2.7604,11.7222,2.3444,2.1554,3.5923,54.9555,11.4196,2.3192,4.2351,2.3822,25.8266,28.8894,46.6995,49.0314,11.0919,13.9910,19.6252,46.0063,44.2417,17.2051,30.4272,1.7394,343.7238,28.2718,2006.6309,9.5290,18.1252,7.6131,14.6842,83.8197,5.1804,7.5879,23.5956,6.4913,0.7437,5.1804,3.4914,2.2310,3.4284,7.6383,12.3272,2.2058,0.8697,14.3061,3.4914,5.7602,2.1428,3.6427,3.0251,10.9533,6.7812,2.0419,11.9742,3.0881,6.2014,4.9410,21.6419,3.7183,18.1378,9.5038,3.9956,26.5198,6.5795,2.3948,9.1256,3.9956,6.0123,8.7601,2.3192,6.8694,19.8772,3.9830,1.3991,4.2225,1.1218,6.9199,7.3736,2.2562,11.8734,43.2333,6.0501,11.6213,14.6086,267.4668,34.5362,7.3988,166.0008,86.9708,9.7306,53.5060,46.9516,1.2226,1.1344,4.3485,2.3318,2.2310,9.9701,5.2561,41.0906,7.3610,0.9831,1.2226,33.4649,19.7008,8.4324,9.4533,27.6794,18.7554,6.1510,34.4102,8.2181,5.6090,15.9068,6.1006,7.5627,10.1340,112.3058,10.6508,6.8064,20.5579,15.0875,49.7876,13.8397,19.7386,7.4744,7.6761,23.4317,12.0625,2.5713,4.6889,4.1091,2.7856,31.6624,5.9493,4.0460,10.6634,1.6638,94.0293,3.8696,3.6553,6.3905,19.7386,17.0917,1106.6721,24.8686,10.8272,19.4613,18.2891,3.6049,25.3854,5.4199,4.9031,10.4617,7.6635,9.4912,66.6776,43.2333,8621.4545,16.5118,2.2058,2.7730,1.3991,2.2814,11.4575,47.8339,7184.5454,1.8150,12.5919,8.1929,5.3443,4.3107,18.0496,3072.9687,49.2835,23.7342,225.8720,40.2082
2.2815,6018.8759,12.6554,2.8235,4.3991,3.2647,0.6555,2.8865,14.0419,9.4285,31.4368,12.0882,45.8821,13.2856,5312.9973,28.0713,2.9748,23.6974,12.3907,7.0210,1.4622,12.6680,14.6092,5.2437,30.3024,5.1302,10.7268,1.1344,0.4916,32.7225,2.4202,6.2773,11.6470,5.3445,8.1680,15.2772,3.2899,1.8025,2.7731,11.7226,2.3571,2.1555,3.5420,54.7056,11.4705,2.2563,4.2227,2.3445,24.9452,28.9662,46.8905,49.6636,11.1680,14.3193,19.7646,46.2603,44.4956,17.1050,30.6175,1.7647,343.7377,28.1721,1978.9812,9.5546,17.8991,7.6008,14.6974,83.4449,5.1428,7.6260,23.7478,6.4159,0.7185,5.1302,3.4664,2.2311,3.3781,7.5126,12.2772,2.1681,0.8571,13.9033,3.4790,5.5588,2.1176,3.6176,3.0000,10.8529,6.7437,2.0168,11.7352,3.1008,6.1890,4.8529,21.6175,3.7185,18.0377,9.5168,4.0210,26.6721,6.4664,2.3445,9.0126,3.9706,6.0126,8.5840,2.2689,6.8319,19.6764,4.0084,1.3865,4.1975,1.1092,7.1344,7.1848,2.2689,11.7478,41.9746,6.0378,11.4705,14.3571,261.1751,34.5881,7.2983,166.7638,85.9659,9.6680,53.0039,46.3233,1.1975,1.1344,4.3235,2.3067,2.2689,9.8571,5.2185,41.2813,7.2479,0.9832,1.2353,33.4410,19.5125,8.3067,9.3277,27.5671,18.9075,5.8361,34.0460,8.0924,5.5840,15.8192,6.0378,7.3613,10.0840,111.4280,10.4999,6.7815,20.4831,15.0251,48.4031,13.8403,19.7898,7.3865,7.5630,23.0545,12.0378,2.5840,4.7017,4.0462,2.7983,31.8276,5.9117,4.0336,10.6260,1.6513,94.4113,3.8193,3.6050,6.2899,19.6133,16.7016,1087.8094,24.5545,10.6386,19.4243,18.2142,3.5672,25.1091,5.4580,4.9412,10.5252,7.7016,9.5420,66.9324,43.5502,8647.0133,16.4873,2.1933,2.7353,1.3865,2.2437,11.4075,47.8989,7197.4663,1.8025,12.6932,8.2058,5.3067,4.2983,17.9369,3016.3707,49.2855,23.4957,229.2845,40.2729
2.3291,6039.2408,12.8421,2.8510,4.4801,3.3219,0.6618,2.9273,14.1785,9.5075,32.1881,12.2567,46.5830,13.4658,5281.8984,29.7826,3.0164,23.9279,12.5749,7.2038,1.4891,12.9949,14.7895,5.3201,30.2789,5.2056,10.8821,1.1455,0.4964,32.8499,2.4055,6.3511,11.7094,5.4092,8.3238,14.8531,3.3474,1.8328,2.8128,11.8112,2.3546,2.1382,3.5765,55.9378,11.6967,2.2655,4.2892,2.3673,25.4552,30.2280,47.4739,50.2740,11.3912,14.5349,20.1860,46.7103,45.5011,17.3095,31.1317,1.7691,343.3903,28.4589,2087.3245,9.7748,18.1750,7.8020,14.7895,84.2566,5.1547,7.6747,23.8642,6.5420,0.7255,5.2438,3.5765,2.2655,3.4110,7.6620,12.5494,2.2146,0.8655,14.1404,3.5892,5.4474,2.1255,3.6783,3.0292,11.2257,6.6820,2.0619,12.0021,3.2201,6.3002,4.8619,21.8024,3.7546,18.2768,9.6093,4.0856,27.4789,6.4529,2.3037,8.9984,3.9965,6.0711,8.7948,2.2782,6.9238,20.0460,4.0474,1.3873,4.2256,1.1073,7.1274,7.2547,2.3164,11.8239,42.5738,6.0838,11.7348,14.8531,267.0248,35.1409,7.4202,169.0224,87.4385,9.9021,53.3286,46.8375,1.2218,1.1455,4.3401,2.2910,2.2910,9.8893,5.2819,41.4919,7.3184,0.9673,1.2346,33.6772,19.6641,8.2347,9.4184,28.3825,19.1041,6.0201,34.8481,8.1584,5.8165,16.2786,6.0838,7.3438,10.3475,113.9119,10.5766,6.8602,20.6823,15.1586,50.3376,13.9494,19.6896,7.4838,7.6238,23.5460,12.0785,2.5964,4.7728,4.0728,2.8637,32.2899,6.0074,4.0983,10.7803,1.6673,96.0933,3.8946,3.6528,6.3765,19.7278,17.3604,1113.6640,25.2770,10.9330,19.7150,18.5568,3.6019,25.3534,5.5492,4.9765,10.6657,7.8020,9.8257,68.0926,44.2284,8820.2189,16.6986,2.1764,2.7110,1.3746,2.2655,11.6839,48.1739,7280.1552,1.7946,12.8676,8.3875,5.3965,4.3656,17.9714,3048.2575,50.0194,23.9915,233.5513,40.6010
2.3020,5952.2237,12.7184,2.8235,4.4514,3.2814,0.6486,2.8871,14.1938,9.4752,31.7579,12.1588,46.6130,13.4052,5189.1181,29.9519,2.9634,23.8343,12.5277,7.1478,1.4499,13.0618,14.8551,5.2781,29.4050,5.0874,10.7089,1.1447,0.4833,32.5973,2.3529,6.2320,11.5865,5.3799,8.2670,14.6898,3.3068,1.7806,2.7217,11.6246,2.3020,2.0985,3.5103,55.1344,11.6374,2.1876,4.1844,2.3529,25.6149,30.2317,47.3761,49.9198,11.2431,14.4227,20.0570,46.4223,44.5781,17.3352,30.9058,1.7424,340.0907,28.1968,2073.1035,9.9204,17.8058,7.8091,14.6389,82.4154,5.0619,7.5929,24.1523,6.4737,0.7250,5.0874,3.4467,2.2384,3.3704,7.6183,12.2351,2.1876,0.8521,13.6342,3.4976,5.4816,2.1113,3.6248,2.9761,11.1032,6.4864,1.9968,11.8409,3.1542,6.0794,4.7948,21.4560,3.6502,17.9075,9.4879,4.1081,27.3955,6.3465,2.2512,8.7630,3.8282,6.0285,8.7121,2.1621,6.8044,20.0315,3.9554,1.3736,4.1844,1.1192,6.9443,7.1096,2.4419,11.6755,41.1441,5.7614,11.7137,14.5753,262.8899,34.7467,7.3004,165.3395,86.6125,9.5770,52.2727,46.4223,1.1828,1.1192,4.2607,2.2512,2.2512,9.7296,5.2018,41.1441,7.2877,0.9666,1.2083,33.2714,19.3574,8.2415,9.3608,28.4002,19.0268,5.8378,34.7595,7.9490,5.6597,16.2287,6.0540,7.3004,10.2383,113.0668,10.4291,6.7408,20.5403,14.7025,48.9659,13.7741,19.2684,7.3385,7.5166,23.3510,11.9808,2.5818,4.6931,4.0190,2.7981,31.8851,5.9522,4.0445,10.6835,1.6280,94.8795,3.8155,3.5484,6.2447,18.9632,16.6357,1089.9692,24.7119,10.7089,19.3574,18.2509,3.5484,25.1062,5.5707,4.9729,10.6580,7.8091,9.7805,67.2805,44.3237,8788.4328,16.7374,2.1494,2.6327,1.3609,2.2384,11.5229,48.2028,7287.6585,1.7933,13.1763,8.8647,5.4053,4.3497,17.8185,3020.6263,49.7926,23.6181,230.0763,40.0630
2.2949,5921.1139,12.7171,2.8021,4.4250,3.2839,0.6340,2.8655,14.1879,9.5093,31.7990,12.1085,46.8491,13.4398,5223.7157,30.1001,2.9162,23.6591,12.4635,7.1256,1.4327,13.0975,14.8091,5.2745,29.5168,5.0843,10.7392,1.1158,0.4945,32.4076,2.3203,6.2001,11.6013,5.3506,8.2414,14.5809,3.2839,1.7751,2.7260,11.6394,2.2695,2.1047,3.4867,55.0904,11.6013,2.2062,4.1714,2.3076,25.6243,30.0240,47.2928,49.8286,11.1829,14.3780,20.0963,46.7223,45.1374,16.9392,30.6326,1.7117,342.5878,28.3503,2080.6312,9.9150,17.5985,7.7849,14.5429,81.3995,5.1097,7.6581,23.7732,6.4536,0.7100,5.0209,3.3853,2.2062,3.3726,7.6201,12.0958,2.1681,0.8368,13.5919,3.3853,5.5534,2.1301,3.6135,2.9289,10.9927,6.5043,1.9779,11.8295,3.1317,6.0099,4.7039,21.1106,3.6262,17.7887,9.4079,4.0827,27.5389,6.3142,2.2315,8.7485,3.7784,6.0099,8.5710,2.1554,6.8847,20.1850,3.9559,1.3947,4.1334,1.1411,7.0876,7.1383,2.4978,11.6520,41.1435,5.7056,11.6394,14.5555,261.6955,34.7659,7.3285,164.5740,86.4711,9.5346,51.7305,46.0883,1.1665,1.1158,4.2602,2.2569,2.2315,9.7248,5.1984,40.8265,7.3412,0.9763,1.2045,33.1177,19.3736,8.2541,9.1416,28.4518,19.8047,5.7563,34.4616,7.9498,5.5661,16.2799,6.0479,7.2905,10.1686,113.4774,10.4095,6.6819,20.5401,14.3907,48.7509,13.6807,19.0059,7.3919,7.5314,23.4562,11.9563,2.6499,4.6659,4.0193,2.7767,31.6723,5.9084,4.0193,10.6250,1.6229,94.0785,3.8037,3.4867,6.2254,18.4860,16.4574,1078.9867,24.3438,10.6504,19.2341,18.1057,3.5248,25.0411,5.5154,4.9195,10.6504,7.8230,9.7502,66.9454,44.1231,8748.5408,16.6729,2.1554,2.6119,1.3440,2.2442,11.5760,47.7366,7214.3511,1.7370,12.9960,8.3682,5.4393,4.3489,17.5098,3011.2731,49.8286,23.8746,232.0265,40.1292
