0001.HK,0002.HK,0003.HK,0005.HK,0006.HK,0011.HK,0012.HK,0016.HK,0017.HK,0027.HK,0066.HK,0101.HK,0175.HK,0267.HK,0291.HK,0316.HK,0386.HK,0388.HK,0669.HK,0688.HK,0700.HK,0762.HK,0823.HK,0857.HK,0868.HK,0881.HK,0883.HK,0939.HK,0941.HK,0960.HK,0981.HK,0992.HK,1038.HK,1044.HK,1093.HK,1109.HK,1177.HK,1211.HK,1299.HK,1378.HK,1398.HK,1928.HK,2007.HK,2020.HK,2313.HK,2318.HK,2319.HK,2331.HK,2382.HK,2388.HK,2628.HK,2688.HK,3968.HK,3988.HK
17.8951,55.5495,129.9125,71.0307,39.5642,206.0828,25.1616,41.4271,4.3079,12.7966,10.685,9.1611,11.1538,0.9384,74.696,134.9756,1.8664,130.3285,99.4793,5.6929,341.486,0.7556,16.4793,1.4026,14.1985,10.3744,14.3727,1.5278,12.9743,6.2552,0.2886,8.4268,14.0181,14.8305,3.8931,7.0778,59.0096,155.9787,13.2956,2.1535,1.1645,3.4111,2.0134,27.3398,36.6544,19.5292,13.7379,13.5914,33.0228,7.8094,2.4066,18.9195,18.1504,0.8134
17.8823,55.5616,130.3866,71.3541,39.6162,204.7141,25.1278,41.4362,4.3283,13.2188,10.6747,9.2241,11.7063,0.9468,74.3989,133.6755,1.8297,132.517,99.3776,5.6679,348.7478,0.7595,16.4106,1.3927,13.8359,10.526,14.0491,1.5254,12.9904,6.3295,0.2868,8.4391,14.1013,14.6243,3.8339,7.0906,59.0225,158.2336,13.4844,2.1064,1.1621,3.5513,2.001,27.0533,36.5344,19.6513,13.8427,13.6849,32.8417,7.7179,2.4106,19.213,18.2812,0.8077
17.888,55.5423,129.5364,71.6078,39.8893,205.345,25.4505,41.8964,4.3814,13.1142,10.6402,9.3085,11.4899,0.9378,74.3599,137.8105,1.8303,130.0204,95.3959,5.945,346.1201,0.7578,16.3677,1.3897,13.5659,10.5517,14.2006,1.5259,13.0478,6.8151,0.2843,8.4208,14.5065,14.5242,3.6937,7.3413,58.1644,156.6179,13.34,2.1222,1.1652,3.5006,2.0708,27.25,36.5674,21.1399,13.3962,13.5685,32.1926,7.767,2.4631,18.801,18.4279,0.8109
17.7847,55.6085,129.9639,71.5977,39.8402,206.1643,25.6435,42.0123,4.4196,13.2056,10.6513,9.3377,11.7524,0.9295,73.7225,135.7451,1.7975,129.6239,96.1849,6.1014,348.8095,0.7577,16.4859,1.338,14.0822,10.7369,13.9699,1.5173,13.0327,7.2702,0.2978,8.5666,14.5205,14.7316,3.7361,7.6226,58.351,164.0368,13.2935,2.0245,1.1597,3.5001,2.091,28.0401,36.7968,21.1032,13.4525,14.0269,32.7533,7.7503,2.4559,18.7662,18.8197,0.8137
17.7717,55.5094,130.6611,71.9213,39.6753,206.3507,25.6098,41.7776,4.3947,13.022,10.6158,9.3092,11.865,0.9262,74.1775,138.7418,1.7979,130.7866,98.3054,5.9717,345.8041,0.7542,16.5256,1.3555,13.7499,10.7616,14.1527,1.5148,13.0488,7.135,0.294,8.6315,14.3634,14.3857,3.7069,7.5565,57.974,168.1827,13.5269,2.0271,1.1546,3.4251,2.0274,27.0222,36.8049,20.7709,13.79,13.8186,32.9803,7.7365,2.4495,19.3814,18.852,0.8139
17.7342,55.6453,131.5238,73.1371,40.0136,207.2947,25.3681,41.5246,4.3743,13.2211,10.6008,9.3681,11.9064,0.9341,78.2985,140.6546,1.8068,130.1094,100.8764,5.7672,343.6735,0.7522,16.4255,1.3586,13.7164,10.7667,13.9861,1.5061,13.0859,6.9327,0.2945,8.745,14.3922,14.1905,3.6975,7.0467,56.4999,172.9209,13.4198,1.992,1.1517,3.5798,1.9398,26.5147,36.498,20.4295,13.7433,14.4116,32.5647,7.7969,2.4386,20.551,19.1718,0.8137
17.6622,55.7413,132.3796,73.656,40.2631,208.3694,25.3612,41.4727,4.3926,13.0466,10.6106,9.3046,11.6832,0.9222,76.3971,139.287,1.7599,128.1843,98.9975,5.7394,333.3139,0.7557,16.4813,1.3308,13.4384,10.6294,13.917,1.4945,12.9758,7.0129,0.2855,8.7427,14.6127,14.1692,3.6237,7.1351,56.095,171.4306,13.2006,1.9157,1.1487,3.5629,1.9419,25.8182,36.2749,20.1377,13.8704,14.3625,32.3361,7.7327,2.431,21.0438,19.0257,0.8106
17.6935,55.9932,131.6936,72.338,40.5181,207.4937,25.3579,41.6297,4.379,12.9983,10.6344,9.4762,11.5936,0.9081,78.9562,140.1888,1.755,126.2238,99.1078,5.6797,334.0911,0.75,16.7442,1.2826,13.589,10.4489,13.7845,1.4887,13.0007,6.9664,0.2828,8.7835,14.7549,14.272,3.5247,7.0551,55.9902,167.5224,13.3103,1.8115,1.1459,3.5943,1.8955,25.6477,37.1017,19.6468,14.232,13.184,32.8655,7.654,2.4135,20.5749,18.8824,0.8075
17.576,56.4007,134.8137,72.5691,41.1689,209.1906,25.6332,42.036,4.3661,13.076,10.6975,9.1814,11.9017,0.9081,80.8364,146.9381,1.7736,127.0881,98.7996,5.6207,329.165,0.7463,16.6238,1.2895,13.3757,10.5012,14.0132,1.4776,12.8411,6.8934,0.2828,8.878,15.0273,14.1848,3.4862,6.8407,56.0878,164.6366,13.0577,1.8721,1.1352,3.5426,1.8725,25.3972,35.7798,18.8219,14.4065,13.0483,32.9912,7.6696,2.3376,21.6519,18.4601,0.8075
17.5228,56.4286,133.6778,72.2496,40.9888,209.1566,25.5897,41.5824,4.346,12.9497,10.6579,9.2409,11.4818,0.915,79.3196,137.5084,1.7733,126.3657,99.2772,5.5936,321.3113,0.7462,16.5367,1.2858,13.2517,10.4472,13.9456,1.4885,12.9188,6.7373,0.2802,8.887,14.8166,14.3046,3.5113,6.817,55.7866,159.3929,13.0556,1.8221,1.1484,3.4703,1.8517,24.9963,35.5821,19.0545,14.2734,12.7068,33.1113,7.7615,2.3545,21.8252,18.8653,0.8133
17.6107,56.5726,134.026,72.3509,40.9156,208.581,25.4533,41.4711,4.3493,12.9092,10.7384,9.2342,11.5174,0.8561,78.8863,138.941,1.7674,125.1412,99.3284,5.4587,317.2491,0.7401,16.5127,1.2643,12.6332,10.4024,13.8213,1.479,12.8962,6.3589,0.2839,8.9225,14.9819,13.9979,3.4403,6.6654,54.2868,165.0449,13.0981,1.7905,1.1475,3.5195,1.8555,24.7694,35.2367,18.822,14.2775,12.3358,33.2755,7.7248,2.3459,21.44,17.7684,0.8097
17.7191,56.1902,132.5256,72.0749,40.8035,208.6725,25.7788,41.4893,4.3318,12.8838,10.6927,8.9841,11.2806,0.8356,77.6055,145.1343,1.7542,124.8722,98.0149,5.4742,320.8083,0.7404,16.3514,1.2409,12.6692,10.1682,13.7294,1.4769,12.8087,6.3799,0.2943,8.9159,14.8444,13.9866,3.4717,6.6345,54.1159,162.454,12.7844,1.828,1.1454,3.525,1.8742,25.511,34.1225,18.763,14.2838,13.163,32.6939,7.7437,2.3366,21.0156,17.8887,0.8101
17.3797,56.1408,131.8281,72.5203,41.0112,208.0612,25.0266,41.7642,4.3373,12.9586,10.7659,8.9923,11.5199,0.847,77.651,143.0584,1.7724,125.2761,97.9315,5.4075,328.8069,0.7402,16.5524,1.2406,12.636,10.3226,13.6121,1.4654,12.8857,6.2601,0.2981,8.7042,14.7931,13.8963,3.4967,6.4976,54.8824,175.0653,12.7147,1.7774,1.1344,3.4287,1.8047,26.0271,33.9658,18.5064,14.0772,13.6801,33.4081,7.711,2.3257,21.1222,18.0396,0.807
17.4301,55.993,132.0516,69.906,40.8814,208.6273,25.7732,41.9268,4.3373,13.0207,10.829,9.0838,11.6519,0.8354,77.6514,134.8844,1.7353,125.7085,98.117,5.3551,319.6448,0.7365,16.5404,1.1789,12.2098,10.2182,13.3184,1.4431,12.9522,6.1508,0.2962,8.4526,14.8572,13.7743,3.3768,6.4187,53.423,172.5146,12.7965,1.6517,1.1158,3.4088,1.7535,26.1107,34.0299,18.1869,14.1645,14.0194,34.6945,7.5869,2.3085,20.8319,17.8567,0.8011
17.6987,56.1417,132.9439,70.2914,41.0553,209.6186,26.1664,41.8431,4.3891,13.6727,10.8796,9.0433,11.1684,0.8412,78.1533,133.6598,1.7539,125.9258,97.1315,5.4599,317.1866,0.7365,16.7934,1.2029,12.3926,10.2034,13.4001,1.4682,12.8327,6.2784,0.2955,8.4527,14.9534,13.8791,3.3812,6.5542,52.5479,168.6337,12.7966,1.6403,1.1265,3.6716,1.8072,25.8397,34.0943,18.9105,14.0484,13.6728,32.3108,7.6801,2.3671,20.8483,17.9695,0.807
17.6703,56.2527,132.1887,70.0145,41.0716,205.6693,26.1885,41.5841,4.3604,13.6637,10.8724,8.9459,11.4466,0.836,77.476,135.4099,1.7527,125.3576,99.3479,5.4563,317.1145,0.7379,16.7222,1.2021,12.4757,10.2787,13.3424,1.4561,12.7844,6.2287,0.3069,8.3633,14.9596,13.5737,3.426,6.5386,53.194,172.1814,12.7066,1.6552,1.1257,3.6016,1.7165,26.7405,34.5829,18.8981,14.1843,13.9727,31.6625,7.5665,2.3518,21.1893,17.6483,0.8065
17.6491,56.0536,132.1553,69.6126,40.8013,205.1939,26.2996,41.9732,4.4303,13.6137,10.8319,9.0452,11.246,0.8416,77.0185,133.8443,1.7615,125.0564,103.5125,5.8212,330.4262,0.7377,16.9345,1.2053,12.3509,10.0898,13.3716,1.4474,12.7413,6.6551,0.3081,8.5183,14.7638,13.7097,3.5833,7.1117,54.5417,165.9306,12.2507,1.6594,1.1228,3.5649,1.8516,26.692,34.8509,19.0614,13.4405,14.2026,32.438,7.5646,2.3374,20.926,17.5595,0.8004
17.7118,56.0031,131.2337,69.8263,40.8781,206.4141,26.6072,42.3835,4.4357,13.7655,10.7789,9.0024,11.3531,0.8612,76.9373,134.5264,1.7704,125.1879,101.3931,6.1141,326.2478,0.7505,17.3032,1.2084,13.2907,9.983,13.2543,1.4582,12.6319,6.9902,0.3016,8.6419,14.7603,13.8108,3.5739,7.5044,54.9173,167.1095,12.3071,1.7115,1.1332,3.6117,1.9509,27.3527,35.183,19.7794,13.7855,14.2594,33.8402,7.6557,2.385,21.3561,18.258,0.809
17.6304,55.6776,129.6935,69.6049,41.2298,203.4777,26.3359,42.1367,4.4427,13.6587,10.7047,8.7701,11.135,0.8624,78.9492,133.3189,1.7521,125.3119,100.9134,6.0691,331.4824,0.745,17.1972,1.2154,13.2925,9.8875,13.2886,1.4611,12.607,7.1641,0.2901,8.5383,14.7942,13.6036,3.5102,7.6631,54.2439,166.2446,12.3458,1.7459,1.136,3.6082,1.9691,27.7524,36.401,19.7148,13.5261,14.4721,35.4428,7.6102,2.3922,21.8909,18.2323,0.8091
17.5283,56.0055,130.1272,69.4452,41.0964,205.2943,26.2551,42.3433,4.4359,13.7195,10.666,8.7998,11.1121,0.8403,78.8173,131.6742,1.7473,125.355,104.1696,6.0163,335.9624,0.7487,17.1957,1.2119,13.3521,9.9611,13.2385,1.461,12.5528,7.1635,0.2868,8.4642,14.8249,13.5676,3.5313,7.5723,54.3364,162.9056,12.6341,1.7207,1.1385,3.6636,1.8743,27.6041,36.4191,19.3937,13.5975,14.4407,36.0351,7.5631,2.3783,21.3087,18.2729,0.812
17.6181,55.8768,129.9492,70.3911,40.8505,205.6468,26.3034,42.484,4.4374,14.4221,10.6193,8.8536,11.5772,0.8487,79.9706,135.1909,1.7711,125.6135,101.5554,6.0903,343.3893,0.7471,17.2858,1.226,12.6569,10.2179,13.3246,1.4699,12.5305,7.2752,0.2844,8.6453,14.702,13.6245,3.6223,7.7665,56.397,166.1762,12.7349,1.7007,1.1442,3.8837,1.88,28.3852,35.8354,19.6357,14.0086,14.408,35.8907,7.5501,2.3894,21.7997,18.3354,0.8152
17.6035,55.8835,129.9648,70.707,40.6388,204.6835,26.3851,42.2367,4.4444,14.2377,10.5702,8.6719,11.7763,0.85,80.8563,137.4538,1.7527,124.4424,105.2655,6.006,347.873,0.7435,17.1074,1.2467,12.2933,10.2788,13.2447,1.4617,12.5054,7.2487,0.2902,8.3948,14.7358,13.3996,3.6399,7.6773,57.3763,165.6419,12.6622,1.7123,1.1364,3.8324,1.8649,28.6181,35.286,19.7054,13.9377,14.3269,34.3276,7.5666,2.3794,22.1249,18.1407,0.8153
17.5174,56.3201,130.6157,70.7748,40.7635,203.3869,26.3817,41.9999,4.4245,14.2049,10.5436,8.5388,11.5551,0.8487,81.2214,135.9046,1.7293,125.289,106.7926,5.894,339.4914,0.7415,17.1293,1.2123,12.0605,10.1657,13.1451,1.4559,12.5836,7.1841,0.2869,8.3623,14.9098,13.5721,3.5539,7.4508,56.6883,167.8378,12.6086,1.7395,1.1309,3.8081,1.77,28.2598,35.6222,19.333,13.5875,14.0012,33.8843,7.5501,2.3687,22.4445,18.04,0.8152
17.4655,56.2042,129.9366,70.7685,40.8466,202.0988,26.4971,42.2696,4.4564,14.3432,10.5175,8.4466,11.4223,0.8521,81.3394,138.9555,1.7292,125.1701,104.9962,6.057,338.9147,0.7414,17.1879,1.2122,12.3515,10.3138,13.2092,1.453,12.5824,7.3382,0.285,8.3091,14.8765,13.327,3.5493,7.901,56.3916,166.1602,12.5555,1.7393,1.1335,3.8754,1.8671,28.2573,35.1293,19.2808,13.4992,14.1656,34.1007,7.5804,2.3651,22.8778,18.1649,0.818
17.5827,56.0556,129.7125,69.9992,40.846,201.5317,26.8108,42.269,4.4628,14.8392,10.5678,8.4161,11.9054,0.844,82.2769,139.3622,1.6781,124.8451,105.9808,6.0831,337.8172,0.7433,17.1621,1.1916,12.2296,9.7995,12.9807,1.4502,12.6354,7.3017,0.2843,8.2357,14.9403,13.3617,3.4936,7.8897,55.8075,175.6909,12.7038,1.7439,1.1361,4.0484,1.8312,28.4655,34.8947,19.331,13.3539,14.0449,36.7331,7.6113,2.3616,23.4741,17.9538,0.8151
17.531,56.1251,130.8146,69.9169,40.8861,203.2092,26.6125,41.9293,4.4753,14.869,10.5669,8.4053,11.5531,0.8555,81.5822,136.1864,1.6919,123.3799,102.3989,6.1022,328.7719,0.7488,17.1853,1.1984,12.2591,9.8583,12.8982,1.4473,12.6876,7.3193,0.2837,8.1408,14.8912,13.9355,3.4292,7.9567,54.6365,175.677,12.6657,1.8145,1.1307,4.0182,1.8771,27.1079,34.7429,19.3631,13.2367,13.2833,36.5108,7.6572,2.3614,24.0365,17.8821,0.8179
17.5758,56.8468,132.553,70.8167,41.4795,205.4029,26.6041,42.0213,4.461,15.1434,10.7399,8.362,11.1323,0.8471,82.6825,137.7768,1.7192,122.0482,101.5662,6.1526,322.522,0.743,17.4013,1.2219,12.2553,9.8106,12.9593,1.4496,12.5906,7.3079,0.2797,8.3582,15.1903,13.8441,3.4837,7.9542,54.7166,173.8493,12.9955,1.7592,1.133,4.1264,1.8459,27.4121,34.0511,19.2058,13.1746,13.3318,36.6247,7.7013,2.3572,25.0604,17.8203,0.8148
17.4803,57.0674,132.4645,70.8462,41.8413,204.7019,26.508,41.6361,4.3973,15.3346,10.7076,8.3564,11.1468,0.8466,82.8773,140.1325,1.6995,122.4513,101.9908,6.1616,326.129,0.7444,17.4634,1.2074,12.1316,9.7594,12.9507,1.4403,12.569,7.2849,0.2802,8.2584,15.34,13.5738,3.5199,7.8813,55.5542,169.8577,12.972,1.7671,1.1296,4.223,1.8574,26.7063,33.7306,19.2434,13.2383,13.0446,37.1325,7.6033,2.335,24.1579,17.8084,0.8113
17.2642,56.5554,131.1429,68.0892,41.3258,201.6186,25.9221,40.6314,4.3033,14.2981,10.6204,8.1341,10.8406,0.8315,80.9471,139.3292,1.6487,120.793,100.1534,6.0511,316.3288,0.7352,17.0348,1.1665,11.9747,9.723,12.6749,1.4209,12.4506,7.0399,0.2738,8.1322,14.814,13.1921,3.5458,7.7469,54.5879,167.2154,12.5432,1.7103,1.1138,3.9193,1.7988,26.2713,32.9892,18.607,12.9494,12.9856,35.9147,7.4336,2.2699,24.1439,17.3465,0.8026
16.9122,56.7388,131.5843,67.1664,41.3681,198.6531,25.9215,40.6515,4.2627,13.5232,10.5699,8.1136,10.5111,0.8315,81.8828,147.3836,1.6302,119.8208,101.3821,5.979,315.6387,0.7333,16.8869,1.1665,11.7799,9.6781,12.6257,1.4125,12.4371,7.0216,0.2738,8.1003,14.8616,13.4181,3.5329,7.7242,54.7809,167.3222,12.4391,1.7057,1.1058,3.7125,1.786,25.604,32.3291,18.6569,13.2536,12.9552,37.1976,7.4334,2.2492,24.1595,17.1213,0.7996
16.3556,56.4295,129.33,65.9221,40.6225,194.5169,25.0134,39.8224,4.1538,13.2102,10.4666,7.8379,10.1576,0.8174,79.7381,152.0383,1.5788,115.7536,99.0188,5.8665,313.5144,0.7276,16.6125,1.1594,11.5582,9.5492,12.4761,1.415,12.3677,6.7289,0.275,8.4261,14.4266,13.1016,3.4509,7.3058,55.253,169.6062,12.1619,1.7235,1.0949,3.5606,1.7575,25.8685,31.258,18.1487,12.6125,13.3281,36.9068,7.2923,2.2074,23.5739,16.9346,0.7936
16.5435,56.4053,129.3593,66.7814,40.3721,197.3807,25.2936,39.6844,4.1345,12.8259,10.3306,7.7585,10.094,0.8338,76.9434,151.6648,1.6255,117.0723,102.9808,5.9267,320.0018,0.724,16.3459,1.1733,11.4271,9.4769,12.6744,1.4292,12.397,6.7668,0.2789,8.576,14.318,12.8958,3.4602,7.3412,53.9058,169.3125,12.2165,1.7353,1.1111,3.4103,1.7451,26.1452,31.733,18.22,12.6154,13.2709,36.3829,7.3713,2.2285,24.0785,17.2755,0.7967
16.5204,56.7615,131.2204,67.5917,40.7007,199.4805,25.5058,39.7936,4.1439,13.2061,10.2868,7.7533,10.1443,0.8483,77.8051,153.3936,1.6682,116.3919,103.2306,6.0939,323.4826,0.7189,16.4792,1.1775,12.1399,9.8405,12.715,1.4664,12.3916,6.9804,0.283,8.4121,14.375,13.0955,3.4881,7.5261,53.4539,169.1979,12.291,1.6656,1.1437,3.4364,1.8178,26.4119,32.6895,18.6012,12.7249,13.4223,35.9046,7.4225,2.2506,24.126,17.8205,0.803
16.7408,56.2484,131.9079,68.9081,40.8369,201.6278,25.6275,40.2623,4.1918,13.1616,10.3765,7.7544,10.1239,0.8496,78.0048,154.6421,1.7009,121.4758,105.8339,6.1144,316.018,0.7172,16.3833,1.2016,12.1539,9.9165,12.5702,1.4861,12.4068,6.9178,0.2785,8.7098,14.4732,13.3587,3.5912,7.5386,55.4062,165.0128,12.0629,1.7047,1.1598,3.4806,1.8053,26.5202,32.8222,18.6377,12.901,13.1684,36.8502,7.5166,2.2578,23.6945,17.9779,0.809
16.8473,56.1003,130.489,68.8636,40.8971,203.4716,25.5717,40.0892,4.1756,12.8432,10.3824,7.8204,9.7662,0.8607,76.2041,160.1527,1.6906,122.7977,102.0102,6.1105,305.7101,0.7075,16.508,1.2008,12.1582,9.3294,12.5784,1.4852,12.266,6.8132,0.2687,8.757,14.6716,13.6112,3.465,7.6013,54.1076,157.2645,11.9588,1.6671,1.1697,3.3989,1.8373,25.7946,32.1841,18.7096,12.8492,12.7085,35.793,7.6512,2.2495,22.1489,18.177,0.8085
16.9923,56.1934,130.89,70.0687,41.2296,202.4173,25.5632,40.1179,4.1877,13.2726,10.4418,7.9091,10.2018,0.8731,78.116,164.2804,1.7132,127.2795,101.9147,6.226,316.5279,0.7091,16.441,1.2039,12.3061,9.3263,12.6556,1.4847,12.3814,7.0565,0.2699,8.9233,14.6508,13.5893,3.4809,7.5987,52.9243,161.7514,12.1697,1.7281,1.1667,3.6084,1.8674,26.1818,33.2792,19.3414,12.8449,13.1555,35.7498,7.7106,2.3072,21.7873,18.2692,0.8082
16.776,55.8625,129.5665,69.8437,40.8433,201.4459,25.918,40.2469,4.1947,13.382,10.4175,7.9604,10.3123,0.8686,80.4344,169.29,1.7272,126.8584,103.0303,6.2919,318.7361,0.711,16.5037,1.2142,12.2766,9.4535,12.624,1.4681,12.3691,7.2025,0.2674,8.9451,14.6679,13.3467,3.4854,7.6894,53.7053,161.5423,12.3337,1.7647,1.1455,3.7756,1.8649,26.5587,33.8134,19.5779,12.8024,13.8636,37.1613,7.7111,2.2902,22.1915,18.2425,0.8054
16.8786,55.6835,130.9169,69.5457,40.5457,204.2917,26.7449,40.6723,4.2425,13.3528,10.4692,8.1034,10.6428,0.8803,82.3199,175.8396,1.7274,126.8748,104.9519,6.4037,322.5999,0.7148,16.7271,1.2246,12.3998,9.5292,12.6094,1.485,12.3574,7.4127,0.2706,9.0414,14.6058,13.8531,3.6995,7.8818,56.0433,161.4525,12.2908,1.7923,1.151,3.8834,1.9291,27.0205,34.0092,19.782,13.0941,14.1739,38.5438,7.7121,2.3249,22.5648,18.6803,0.8084
16.7112,56.019,130.6953,69.3925,40.8921,204.8566,26.3921,40.5885,4.2155,12.9656,10.4818,8.0629,10.6209,0.8849,82.6953,177.9823,1.7043,126.0677,102.6748,6.3776,316.3214,0.7111,16.6288,1.2075,11.9744,9.2761,12.6094,1.4766,12.2645,7.3672,0.2687,9.0097,14.7497,13.6965,3.6739,7.8255,54.878,160.4566,12.1278,1.765,1.1536,3.7443,1.9214,26.8748,33.6478,19.4126,13.2391,14.1062,38.3874,7.6812,2.2905,22.1784,18.5961,0.8084
16.7082,55.9344,130.4495,69.2265,40.8415,204.2559,26.2697,40.0981,4.1743,12.7,10.4044,8.0412,10.4434,0.8848,83.0554,169.2823,1.7225,127.2834,103.3334,6.2458,318.4485,0.7165,16.5521,1.2142,12.2457,9.2,12.6235,1.4791,12.3021,7.1567,0.2673,8.7755,14.7471,13.7985,3.6006,7.6778,54.6739,159.542,12.0367,1.7715,1.1508,3.6681,1.8623,26.1618,32.9187,19.3923,13.1788,13.69,37.1596,7.6334,2.2866,22.271,18.4804,0.8053
16.6658,56.4628,130.1576,68.269,41.2953,200.9062,25.8246,39.7197,4.1182,12.2597,10.2857,7.9152,10.1308,0.8774,84.2602,166.2359,1.7031,124.5246,100.5715,6.0139,313.6396,0.7124,16.531,1.1964,11.6743,9.5447,12.5027,1.4728,12.2292,6.953,0.2563,8.8448,14.9468,13.8954,3.5859,7.3136,54.1594,153.4812,11.845,1.7272,1.1422,3.4119,1.7771,26.1894,33.6662,19.1302,13.2442,13.8481,37.5465,7.5829,2.2373,22.7581,17.9653,0.799
16.6696,56.9967,131.2978,68.975,41.6939,204.8974,25.8696,39.4347,4.1191,12.3709,10.3132,7.9272,10.0015,0.888,82.4675,173.2058,1.6988,122.6688,99.979,6.0022,310.9814,0.7107,16.547,1.1796,11.9685,9.3162,12.5381,1.4703,12.3381,7.0545,0.24,8.8785,15.046,13.8812,3.5013,7.3715,51.4533,149.974,11.7884,1.7071,1.1371,3.3968,1.7979,24.9251,33.4187,18.9835,13.1747,13.4226,37.1168,7.7084,2.2309,22.7954,17.8009,0.8022
16.6827,56.9471,131.2693,69.2668,41.901,204.0075,25.5897,39.3212,4.071,12.4456,10.3361,7.9356,10.0871,0.8843,82.0748,178.3662,1.7123,122.965,101.9257,6.0597,308.731,0.7124,16.6171,1.2067,12.2089,9.3886,12.6168,1.4589,12.2957,7.1223,0.2361,9.0562,15.0427,13.8434,3.5304,7.3924,53.0922,153.0398,11.8525,1.7979,1.1316,3.4199,1.8358,24.8156,31.8812,19.0968,13.0704,13.3896,38.0787,7.6603,2.2304,22.9353,17.6566,0.7991
16.6821,57.3173,132.153,71.1819,41.8563,202.5913,25.5104,39.2988,4.0574,12.1046,10.2603,7.8745,9.8236,0.8971,79.5734,175.5061,1.6984,121.8844,96.2016,6.0987,298.7612,0.7142,16.3954,1.1998,11.4796,9.3734,12.828,1.4783,12.3217,7.0021,0.2394,9.225,15.0901,14.0342,3.4705,7.4597,52.5079,146.9484,11.8003,1.8457,1.1395,3.2887,1.823,23.8779,31.8588,19.0123,12.9975,12.6298,38.1086,7.7065,2.2407,23.2403,17.5858,0.802
16.6328,57.7671,131.9383,69.8052,42.0748,203.1663,25.2375,38.8811,3.9767,11.8731,10.2483,7.8141,9.6268,0.8913,78.5785,175.3121,1.6753,119.4157,94.5461,6.0337,293.3209,0.7124,16.2121,1.1725,10.4355,9.0763,12.731,1.4673,12.2959,6.8549,0.2312,9.0353,15.1069,14.1567,3.4238,7.3588,52.0255,139.2104,11.5861,1.7501,1.1395,3.2333,1.749,22.8175,30.8191,18.8287,13.0127,12.0216,36.5463,7.614,2.2236,22.7748,17.4044,0.8049
16.5378,58.0837,131.3145,69.751,41.8722,199.9905,25.4809,39.1037,3.9848,11.9699,10.3145,7.8572,9.6738,0.8753,79.6037,178.2237,1.662,120.4772,94.8229,6.1206,300.7853,0.7127,16.2665,1.1524,11.3017,9.2207,12.6863,1.4649,12.2866,6.8295,0.2351,9.5879,15.0958,14.2483,3.4804,7.4963,52.625,141.6908,11.5528,1.7598,1.1373,3.3138,1.8058,22.9498,31.4882,19.0866,13.0459,12.2811,37.0902,7.632,2.214,23.6838,17.41,0.8023
16.5207,58.1942,132.6449,70.1333,41.828,201.2548,25.3628,39.0609,3.9779,12.2948,10.3897,7.8368,9.7394,0.8753,81.2891,176.1809,1.6666,120.5824,94.3902,6.0225,302.2804,0.7127,16.3276,1.1626,11.35,9.2874,12.8163,1.4677,12.2864,6.8201,0.2366,9.6194,15.1594,14.4046,3.4419,7.3611,53.0122,146.6691,11.6118,1.8121,1.1452,3.421,1.7828,24.1781,31.934,18.8009,12.9587,12.9051,37.9659,7.6473,2.2208,23.8282,17.4096,0.8052
16.6566,58.3501,132.8828,70.909,42.1358,201.4196,25.6402,39.2756,3.9986,12.4511,10.3281,7.9289,9.8063,0.894,80.7363,184.5632,1.7084,121.6734,94.3398,6.0363,315.1458,0.7146,16.4033,1.1867,11.7524,9.1397,13.0621,1.4874,12.3674,6.8301,0.2377,9.5465,15.273,14.4063,3.4893,7.4858,53.0185,147.3507,11.6503,1.9332,1.1586,3.4413,1.7983,23.931,31.874,18.8702,12.8152,12.4629,39.0973,7.7256,2.228,23.6539,17.3415,0.8053
16.642,58.2458,133.122,71.3018,42.1412,202.7141,25.9964,39.2806,3.9991,12.716,10.4049,7.9604,9.6321,0.9022,80.3716,183.363,1.7087,121.9582,95.2751,6.0305,314.0941,0.7184,16.6757,1.1903,11.5108,9.0143,13.1941,1.4931,12.6079,6.831,0.2359,9.442,15.4667,14.4081,3.4983,7.4755,52.9282,145.1551,11.6814,1.9084,1.1641,3.6047,1.7985,24.0174,32.0269,18.8559,12.9619,12.2689,39.5405,7.7576,2.218,23.7214,17.3156,0.8083
16.6413,58.2434,133.1166,71.2989,42.1395,202.7058,25.9953,39.279,3.999,12.7155,10.4044,7.9601,9.6317,0.9022,80.3684,183.3556,1.7086,121.9533,95.2712,6.0302,314.0813,0.7184,16.675,1.1902,11.5104,9.0139,13.1936,1.4931,12.6074,6.8307,0.2359,9.4416,15.4661,14.4075,3.4981,7.4752,52.926,145.1493,11.6809,1.9083,1.164,3.6045,1.7984,24.0164,32.0256,18.8551,12.9613,12.2684,39.5389,7.7573,2.2179,23.7204,17.3149,0.8083
17.0775,59.103,135.1236,71.5328,42.5743,203.8439,26.0751,39.8271,4.0936,12.3754,10.5308,8.285,9.2592,0.9243,80.8099,190.5037,1.7179,122.6056,93.6143,6.0502,307.4086,0.7184,16.6882,1.1971,11.8878,9.0591,13.3083,1.5043,12.555,6.8957,0.2352,9.5267,15.7066,14.7041,3.5239,7.6219,53.123,143.828,11.7705,1.8993,1.1774,3.5451,1.819,24.4967,31.9209,19.259,13.136,12.4044,38.0695,7.928,2.2524,23.7699,17.3439,0.82
